Merkmal_ID;Merkmalbezeichnung;Datentyp;Klassifikationssystem_ID
AAB750f001;Schutzstufe;numerisch;pc-6.1
AAA506f001;Verspiegelt;logisch;pc-6.1
AAA503f001;Fesselschnalle;logisch;pc-6.1
AAA509f001;Kopfband verstellbar;logisch;pc-6.1
AAA511f001;Schildform;alphanumerisch;pc-6.1
AAA510f001;Mit Glas;logisch;pc-6.1
AAA465f001;Nackenband verstellbar;logisch;pc-6.1
EAA073f001;Art des Zubehörs;alphanumerisch;pc-6.1
AAB755f001;Warnkeile;logisch;pc-6.1
AAB756f001;Mit Schnittschutzeinlage;logisch;pc-6.1
EAC383f001;Helmfarbe;alphanumerisch;pc-6.1
EAE001f001;Enthält Mütze;logisch;pc-6.1
EAE002f001;Enthält Schal;logisch;pc-6.1
EAE003f001;Enthält Handschuhe;logisch;pc-6.1
EAD100f001;Enthält Sonstige;logisch;pc-6.1
EAD511f001;Wirkprinzip;alphanumerisch;pc-6.1
EAD006f001;Ansprechtemperatur;numerisch;pc-6.1
EAC464f001;Standalone;logisch;pc-6.1
EAD495f001;Vernetzbar über Kabel;logisch;pc-6.1
EAD494f001;Vernetzbar über Funk (standardmäßig);logisch;pc-6.1
EAD493f001;Vernetzbar über Funk (optional);logisch;pc-6.1
EAD236f001;Max. Anzahl vernetzbar;numerisch;pc-6.1
EAD413f001;Primärstromversorgung;alphanumerisch;pc-6.1
EAD323f001;Min. Versorgungsspannung;numerisch;pc-6.1
EAD282f001;Max. Versorgungsspannung;numerisch;pc-6.1
EAD448f001;Spannungsart der Versorgungsspannung;alphanumerisch;pc-6.1
EAD390f001;Mit Spannungsanzeige;logisch;pc-6.1
EAD333f001;Mit Backup-Batterie;logisch;pc-6.1
EAD398f001;Mitgelieferte Backup-Batterie;alphanumerisch;pc-6.1
EAD399f001;Mitgelieferte Backup-Batterie wiederaufladbar;logisch;pc-6.1
EAB179f001;Lautstärke;numerisch;pc-6.1
AAB478f001;Montageart;alphanumerisch;pc-6.1
AAB302f001;Mit Sockel;logisch;pc-6.1
EAD144f001;Geeignet für Kanalbefestigung;logisch;pc-6.1
EAD424f001;Rauchschalter;logisch;pc-6.1
EAD371f001;Mit Orientierungsbeleuchtung;logisch;pc-6.1
EAD030f001;Art des Test-/Pauseknopfes;alphanumerisch;pc-6.1
EAD196f001;Kabeleinführung;alphanumerisch;pc-6.1
EAA670f001;Schutzart (IP);alphanumerisch;pc-6.1
EAA587f001;Explosionsgeprüfte Ausführung;logisch;pc-6.1
EAD488f001;VdS anerkannt;logisch;pc-6.1
EAD166f001;Genehmigt von der NCP;logisch;pc-6.1
AAA944f001;Füllmenge;numerisch;pc-6.1
AAA942f001;Gefüllt;logisch;pc-6.1
AAA943f001;Spülflüssigkeit;alphanumerisch;pc-6.1
AAA678f001;Anzahl der Teile;numerisch;pc-6.1
AAA945f001;Behälter;alphanumerisch;pc-6.1
AAA927f001;Mit Wandhalterung;logisch;pc-6.1
AAA931f001;DIN 13168;logisch;pc-6.1
EAC400f001;DIN 13154;logisch;pc-6.1
AAA948f001;Inhalt nach DIN;alphanumerisch;pc-6.1
AAA752f001;Länge 1;numerisch;pc-6.1
AAA472f001;Tiefe;numerisch;pc-6.1
AAA925f001;Verschluss;alphanumerisch;pc-6.1
AAA937f001;DIN 13024;logisch;pc-6.1
AAA938f001;Klappbar;alphanumerisch;pc-6.1
AAA939f001;Für Trage;alphanumerisch;pc-6.1
AAA940f001;Abschließbar;logisch;pc-6.1
AAA941f001;Mit Kippsicherung;logisch;pc-6.1
AAA950f001;EN 1869;logisch;pc-6.1
AAA949f001;DIN 14155;logisch;pc-6.1
AAA930f001;Elastisch;logisch;pc-6.1
AAA490f001;Aufnahmekapazität;numerisch;pc-6.1
AAA926f001;Aluminiumbedampft;logisch;pc-6.1
AAA934f001;Bauart nach § 31 ArbeitsstättVO;logisch;pc-6.1
AAA935f001;Wandklappliege;logisch;pc-6.1
AAA936f001;Verstellmöglichkeiten;alphanumerisch;pc-6.1
AAA946f001;DIN 58279B18;logisch;pc-6.1
AAA947f001;Kniegebogen;logisch;pc-6.1
AAA929f001;DIN 13152;logisch;pc-6.1
AAA951f001;Inhalt nach;alphanumerisch;pc-6.1
AAA933f001;Verwendungszweck;alphanumerisch;pc-6.1
AAA932f001;Wasserabweisend;logisch;pc-6.1
AAA928f001;Anzahl der Abschnitte;numerisch;pc-6.1
EAE004f001;Selbstklebend;logisch;pc-6.1
EAB942f001;Stromversorgung;alphanumerisch;pc-6.1
AAB950f001;Reichweite;numerisch;pc-6.1
AAA374f001;Kanten entschärft;logisch;pc-6.1
AAA373f001;Anzahl der Tragegriffe;numerisch;pc-6.1
EAB677f001;Aufdruck;alphanumerisch;pc-6.1
EAC450f001;Mit Reflektoren;logisch;pc-6.1
AAB197f001;Verschmutzungsart;alphanumerisch;pc-6.1
AAB191f001;Anzahl der Tücher;numerisch;pc-6.1
AAB192f001;Tuchlänge;numerisch;pc-6.1
AAB193f001;Tuchbreite;numerisch;pc-6.1
AAB194f001;Verpackungsart;alphanumerisch;pc-6.1
AAB196f001;Mit Konservierungsmittel;logisch;pc-6.1
AAB195f001;Parfümiert;logisch;pc-6.1
AAB198f001;Produktart;alphanumerisch;pc-6.1
AAB199f001;Silikonfrei;logisch;pc-6.1
AAA432f001;Hautschutz bei;alphanumerisch;pc-6.1
AAA431f001;Fetthaltig;logisch;pc-6.1
AAB200f001;Verschmutzungsgrad;alphanumerisch;pc-6.1
AAB201f001;Anwendungsweise;alphanumerisch;pc-6.1
AAB054f001;Gehäusematerial;alphanumerisch;pc-6.1
EAB668f001;Max. Hitzeschutz Dauerbelastung;numerisch;pc-6.1
EAB669f001;Max. Hitzeschutz kurzfristig;numerisch;pc-6.1
EAD440f001;Signalgeber;alphanumerisch;pc-6.1
AAB953f001;Mit Fernbedienung;logisch;pc-6.1
AAB954f001;Reichweite der Fernbedienung;numerisch;pc-6.1
EAD025f001;Anzahl der überwachten Lampenausgänge;numerisch;pc-6.1
AAA343f001;Gebinde;alphanumerisch;pc-6.1
EAB228f001;Art (Markierfarben);alphanumerisch;pc-6.1
EAE005f001;Für Nennspannung bis;numerisch;pc-6.1
AAA000f001;Werkstoff;alphanumerisch;pc-6.1
EAD099f001;Enthält Schutzbrille;logisch;pc-6.1
EAD095f001;Enthält Atemschutzmaske;logisch;pc-6.1
EAD098f001;Enthält Ohrenstöpsel;logisch;pc-6.1
EAC447f001;Mit Maske;logisch;pc-6.1
EAC444f001;Mit Gasfilter;logisch;pc-6.1
EAC449f001;Mit Partikelfilter;logisch;pc-6.1
AAC579f001;Filtersystem;alphanumerisch;pc-6.1
AAB210f001;Art des Gerätes;alphanumerisch;pc-6.1
AAB014f001;G26 pflichtig;logisch;pc-6.1
AAB017f001;Mit Anschlussmöglichkeit für Helme;logisch;pc-6.1
AAB018f001;Mit Anschlussmöglichkeit für Hauben;logisch;pc-6.1
AAB019f001;Mit Anschlussmöglichkeit für Visiere;logisch;pc-6.1
AAB020f001;Anschlussansteckmöglichkeit für Schweißerschutz;logisch;pc-6.1
AAB021f001;Mit Anschlussmöglichkeit für Masken;logisch;pc-6.1
AAB203f001;Steuerung des Luftvolumens;alphanumerisch;pc-6.1
AAB023f001;Warneinrichtung;alphanumerisch;pc-6.1
AAB204f001;Integrierter Schalldämpfer am Regler;logisch;pc-6.1
AAB205f001;Integrierter Filter am Regler;logisch;pc-6.1
AAB208f001;Mit Zusatzanschluss am Regler;logisch;pc-6.1
AAB207f001;Mit Zusatzanschluss für zweite Person;logisch;pc-6.1
AAB206f001;Mit Zusatzanschluss für Presslufthammer;logisch;pc-6.1
AAB209f001;Druckluftkühlung/-erwärmung;logisch;pc-6.1
AAA505f001;Schutzstufe;alphanumerisch;pc-6.1
AAA245f001;Anschluss;alphanumerisch;pc-6.1
AAB015f001;Schutz vor Partikeln;logisch;pc-6.1
AAB016f001;Schutz vor Gasen/Dämpfen;logisch;pc-6.1
AAB022f001;Mit Überwachung von Luftstrom und Batterie;logisch;pc-6.1
AAA532f001;Akkubeschaffenheit;alphanumerisch;pc-6.1
AAC934f001;Akkustandzeit;alphanumerisch;pc-6.1
AAB026f001;Explosionsgeschützt;logisch;pc-6.1
AAB027f001;Filteranschluss;alphanumerisch;pc-6.1
AAB031f001;Gesichtsgröße;alphanumerisch;pc-6.1
AAB052f001;Einweg/Mehrweg;alphanumerisch;pc-6.1
AAB053f001;Filterklasse (nur bei Einweg);alphanumerisch;pc-6.1
AAC929f001;Dolomitstaub-Prüfung D;logisch;pc-6.1
AAB008f001;Mit Ausatemventil;logisch;pc-6.1
AAB009f001;Verstellbare Bebänderung;logisch;pc-6.1
AAB010f001;Nasenbügel;alphanumerisch;pc-6.1
AAB011f001;Hygienisch einzeln verpackt;logisch;pc-6.1
AAB012f001;Zusätzliche Aktivkohleschicht;logisch;pc-6.1
AAA541f001;Form;alphanumerisch;pc-6.1
AAB013f001;Einspeicher-D-Test;logisch;pc-6.1
AAB043f001;Anschluss für 2.Lungenautomaten;logisch;pc-6.1
AAB039f001;Atemanschluss/Lungenautomat;alphanumerisch;pc-6.1
AAB041f001;Atemwiderstand;numerisch;pc-6.1
AAB037f001;Beckenpolsterung;logisch;pc-6.1
AAB048f001;Bescheinigung nach vfdb-Richtlinie 0802;logisch;pc-6.1
AAB045f001;Direktfülleinrichtung;logisch;pc-6.1
AAB035f001;Drehbarer, sich mitbewegender Leibgurt;logisch;pc-6.1
AAB051f001;Gewicht Grundgerät;numerisch;pc-6.1
AAB034f001;Höhenverstellbare Tragevorrichtung;logisch;pc-6.1
AAC930f001;Max. Luftlieferleistung des Druckminderers;numerisch;pc-6.1
AAB044f001;Lungenautomat frei drehbar;logisch;pc-6.1
AAB033f001;Material Tragevorrichtung;alphanumerisch;pc-6.1
AAB036f001;Mit Schulterpolsterung;logisch;pc-6.1
AAB042f001;Mit Sicherheitsventil;logisch;pc-6.1
AAB046f001;Signaleinrichtung;alphanumerisch;pc-6.1
AAB049f001;Steuerrad-Zulassung MED (Schifffahrt);logisch;pc-6.1
AAB047f001;Telemetrisches Überwachungs- und Kommunikationssystem;logisch;pc-6.1
AAB038f001;Universal-Flaschenspannband;logisch;pc-6.1
AAB029f001;Material Maske;alphanumerisch;pc-6.1
AAB030f001;Material Sichtscheibe;alphanumerisch;pc-6.1
AAB032f001;Sprechmembran;logisch;pc-6.1
EAC424f001;Gebotszeichen nach VBG 125;logisch;pc-6.1
AAA392f001;Frequenzbereich;alphanumerisch;pc-6.1
AAC932f001;Schalldämmung;numerisch;pc-6.1
AAD224f001;Schalldämmung (Hz);numerisch;pc-6.1
AAA395f001;SNR-Wert;numerisch;pc-6.1
AAA397f001;Mit Gelenk;logisch;pc-6.1
AAA398f001;Mit Teleskopauszügen;logisch;pc-6.1
AAA393f001;Schalldämmung in dB;numerisch;pc-6.1
AAA394f001;Schalldämmung in Hz;numerisch;pc-6.1
EAB098f001;Max. Füllmenge;numerisch;pc-6.1
AAC933f001;Kapsel faltbar;logisch;pc-6.1
AAC931f001;Mit UKW-Radio;logisch;pc-6.1
EAC039f001;Anzahl der Kanäle;numerisch;pc-6.1
EAE006f001;Min. Lichtstrom;numerisch;pc-6.1
EAE007f001;Max. Lichtstrom;numerisch;pc-6.1
EAE008f001;Art der Batterie;alphanumerisch;pc-6.1
EAE009f001;Anzahl der Batterien;numerisch;pc-6.1
EAE010f001;Batterien mitgeliefert;logisch;pc-6.1
EAA675f001;Leuchtmittel;alphanumerisch;pc-6.1
EAB969f001;Mit Leuchtmittel;logisch;pc-6.1
EAE011f001;Min. Lichtwinkel;numerisch;pc-6.1
EAE012f001;Max. Lichtwinkel;numerisch;pc-6.1
EAE013f001;Max. Brenndauer;numerisch;pc-6.1
AAA912f001;Gesamtgewicht;numerisch;pc-6.1
AAA910f001;Max. Abseilhöhe;numerisch;pc-6.1
AAA918f001;Max. Personenlast;numerisch;pc-6.1
AAB600f001;Hubhöhe;numerisch;pc-6.1
AAA920f001;Dreibockhalterung;logisch;pc-6.1
AAA916f001;Abseilgeschwindigkeit;numerisch;pc-6.1
AAA917f001;Gewicht (ohne Seil);numerisch;pc-6.1
AAA906f001;Kernmantelseildurchmesser;numerisch;pc-6.1
AAA921f001;Leiteradapter;logisch;pc-6.1
AAA863f001;Transportbehälter;alphanumerisch;pc-6.1
AAA901f001;Angeschraubte Umlenkrolle;logisch;pc-6.1
AAA911f001;Max. Empfohlene Hubhöhe ohne Winde;numerisch;pc-6.1
AAA909f001;Max. zulässige Personenlast;numerisch;pc-6.1
AAA907f001;Sicherungsseillänge;numerisch;pc-6.1
AAA857f001;Werkstoff Karabiner;alphanumerisch;pc-6.1
AAA903f001;Seilstoppgerät;logisch;pc-6.1
AAA902f001;Lose Umlenkrolle;logisch;pc-6.1
AAA913f001;Klapprolle;logisch;pc-6.1
AAA905f001;Kernmantelseillänge;numerisch;pc-6.1
AAA904f001;Haltegurt;logisch;pc-6.1
AAA900f001;Grundgerät;logisch;pc-6.1
AAA859f001;Mit Auffanggurt;logisch;pc-6.1
AAA915f001;Anschlagseil;logisch;pc-6.1
AAA914f001;Rettungssitzgurt;logisch;pc-6.1
AAA366f001;Höhensicherungsgerät;logisch;pc-6.1
AAA854f001;Material Auffanggerät;alphanumerisch;pc-6.1
AAA367f001;Seildurchmesser;numerisch;pc-6.1
AAA368f001;Seillänge;numerisch;pc-6.1
AAA853f001;Seilmaterial;alphanumerisch;pc-6.1
AAA369f001;Mit Sicherheitsweste;logisch;pc-6.1
AAA855f001;Verbindungsmittelart;alphanumerisch;pc-6.1
AAA858f001;Verschluss Karabiner;alphanumerisch;pc-6.1
AAA365f001;Führung beweglich;logisch;pc-6.1
AAA364f001;Falldämpfer;logisch;pc-6.1
AAA363f001;Abseilrettungsgerät;logisch;pc-6.1
AAA850f001;Ex-geschützt;logisch;pc-6.1
AAA844f001;Auffangöse, vorn;logisch;pc-6.1
AAA843f001;Auffangöse, hinten;logisch;pc-6.1
AAA847f001;Gurtbandbreite;numerisch;pc-6.1
AAA849f001;Gurtlänge;numerisch;pc-6.1
AAA845f001;Mit Halteöse;logisch;pc-6.1
AAA848f001;Leibumfang;numerisch;pc-6.1
AAA371f001;Mit Rückenstütze;logisch;pc-6.1
AAA846f001;Steigschutzöse;logisch;pc-6.1
AAA880f001;Verschluss Endverbindung, andere Seite;alphanumerisch;pc-6.1
AAA877f001;Verschluss Endverbindung, eine Seite;alphanumerisch;pc-6.1
AAA879f001;Werkstoff Endverbindung, andere Seite;alphanumerisch;pc-6.1
AAA876f001;Werkstoff Endverbindung, eine Seite;alphanumerisch;pc-6.1
AAA878f001;Endverbindung (andere Seite);alphanumerisch;pc-6.1
AAA875f001;Endverbindung (eine Seite);alphanumerisch;pc-6.1
AAA888f001;Länge (zusammengelegt);numerisch;pc-6.1
AAA887f001;Breite (zusammengelegt);numerisch;pc-6.1
AAA886f001;Höhe (zusammengelegt);numerisch;pc-6.1
AAA889f001;Min. Höhe, aufgestellt;numerisch;pc-6.1
AAA890f001;Max. Höhe, aufgestellt;numerisch;pc-6.1
AAC510f001;Max. Durchmesser;numerisch;pc-6.1
AAA892f001;Halterung für Höhensicherungsgerät;logisch;pc-6.1
AAA893f001;Lastwinde;logisch;pc-6.1
AAA894f001;Seillänge (Lastwinde);numerisch;pc-6.1
AAA895f001;Seildurchmesser (Lastwinde);numerisch;pc-6.1
AAA896f001;Eigengewicht (Lastwinde);numerisch;pc-6.1
AAA897f001;Max. Tragkraft (Lastwinde);numerisch;pc-6.1
AAA898f001;Gewicht (Lastwinde);numerisch;pc-6.1
AAA885f001;Tragkraft;numerisch;pc-6.1
AAA882f001;Ausführung Gehäuse;alphanumerisch;pc-6.1
AAA883f001;Drehwirbel;logisch;pc-6.1
AAA884f001;Rettungshubeinrichtung;logisch;pc-6.1
AAA881f001;Zulässig für;alphanumerisch;pc-6.1
AAA924f001;Gurtbreite;numerisch;pc-6.1
AAA923f001;Gurtmaterial;alphanumerisch;pc-6.1
AAA852f001;Sorgeleine;logisch;pc-6.1
AAA860f001;Verbindungsmittel;logisch;pc-6.1
AAA861f001;Mit Auffanggerät;logisch;pc-6.1
AAA862f001;Mit Bandschlinge;logisch;pc-6.1
AAA866f001;Bandfalldämpfer;logisch;pc-6.1
AAA867f001;Falldämpferkarabiner;logisch;pc-6.1
AAA868f001;Werkstoff Karabiner, falldämpferseitig;alphanumerisch;pc-6.1
AAA869f001;Verschluss Karabiner, falldämpferseitig;alphanumerisch;pc-6.1
AAA872f001;Seilkürzer;logisch;pc-6.1
AAA873f001;Y-Seil;logisch;pc-6.1
AAB401f001;Betriebsspannung;numerisch;pc-6.1
EAC448f001;Mit Netzteil;logisch;pc-6.1
AAA303f001;Spannung;numerisch;pc-6.1
AAB222f001;Oberfläche;alphanumerisch;pc-6.1
EAA963f001;Oberflächenstruktur;alphanumerisch;pc-6.1
EAA964f001;Befestigungstechnik;alphanumerisch;pc-6.1
EAA965f001;Befestigungssystem;alphanumerisch;pc-6.1
EAA972f001;Sichtfläche horizontal;numerisch;pc-6.1
EAA971f001;Sichtfläche vertikal;numerisch;pc-6.1
EAA973f002;Sichtfläche gewölbt;logisch;pc-6.1
EAA966f001;Min. Belagstärke;numerisch;pc-6.1
EAA967f001;Max. Belagstärke;numerisch;pc-6.1
EAA968f001;Bodenbelagsart;alphanumerisch;pc-6.1
EAA970f001;Mit Kabelführung;logisch;pc-6.1
EAA969f002;Niveauausgleich;alphanumerisch;pc-6.1
AAA741f001;Materialstärke;numerisch;pc-6.1
EAA975f001;Schenkellänge;numerisch;pc-6.1
EAA976f001;Untergrund;alphanumerisch;pc-6.1
EAA974f001;Kombiprofil;logisch;pc-6.1
EAA977f001;Bodenabdeckbreite;numerisch;pc-6.1
EAB190f001;Körnung;numerisch;pc-6.1
EAB613f001;Aufnahmekapazität pro Tuch;numerisch;pc-6.1
EAB603f001;Gebindegröße;numerisch;pc-6.1
AAD097f001;Verarbeitungszeit;numerisch;pc-6.1
AAD116f001;Min. Verarbeitungstemperatur;numerisch;pc-6.1
AAD117f001;Max. Verarbeitungstemperatur;numerisch;pc-6.1
AAA133f001;Min. Temperaturbereich;numerisch;pc-6.1
AAA349f001;Max. Temperaturbereich;numerisch;pc-6.1
AAD084f001;Endfestigkeit;numerisch;pc-6.1
AAD094f001;Min. Verarbeitungszeit;numerisch;pc-6.1
AAD095f001;Max. Verarbeitungszeit;numerisch;pc-6.1
AAD092f001;Zugscherfestigkeit nach DIN EN 1465;numerisch;pc-6.1
AAA514f001;Doppelseitig;logisch;pc-6.1
AAD136f001;Flammpunkt nach DIN 51755;numerisch;pc-6.1
AAD085f001;Viskosität;numerisch;pc-6.1
EAB223f001;Art (Schmierstoff);alphanumerisch;pc-6.1
EAB224f001;NSF-Registrierung;logisch;pc-6.1
EAC556f001;Nettogewicht;numerisch;pc-6.1
EAC408f001;Farblos;logisch;pc-6.1
AAA471f001;Gebrauchsfertig;logisch;pc-6.1
EAA770f001;Anschlussspannung;numerisch;pc-6.1
AAC630f001;Leistungsaufnahme;numerisch;pc-6.1
EAB196f001;Luftleistung;numerisch;pc-6.1
EAB608f001;Min. Einsatzfeuchtigkeitsbereich;numerisch;pc-6.1
EAB609f001;Max. Einsatzfeuchtigkeitsbereich;numerisch;pc-6.1
EAB610f001;Entfeuchtungsleistung;numerisch;pc-6.1
EAB466f001;Vierkant;numerisch;pc-6.1
EAA415f001;Gurtbandstärke;numerisch;pc-6.1
EAA416f001;Gurtbandlänge;numerisch;pc-6.1
AAA477f001;Lochabstand;numerisch;pc-6.1
AAB853f001;Min. Temperatur;numerisch;pc-6.1
EAE014f001;Dauereinsatz im Minusbereich;logisch;pc-6.1
EAE015f001;Durchgangsbreite;numerisch;pc-6.1
EAE016f001;Durchgangshöhe;numerisch;pc-6.1
EAB708f001;Min. Härte;numerisch;pc-6.1
EAB709f001;Max. Härte;numerisch;pc-6.1
EAB700f001;Max. Festigkeit;numerisch;pc-6.1
EAB701f001;Kältebeständigkeit;numerisch;pc-6.1
EAB702f001;Lackverträglichkeit;alphanumerisch;pc-6.1
EAB703f001;Spaltmaß;numerisch;pc-6.1
EAB704f001;Flammhemmend;logisch;pc-6.1
EAB705f001;Teildurchlässig;logisch;pc-6.1
EAB706f001;Ausklinkbar;logisch;pc-6.1
EAB707f001;Schweißbar;logisch;pc-6.1
EAB046f001;Nutbreite;numerisch;pc-6.1
AAD154f001;Profilform;alphanumerisch;pc-6.1
EAB710f001;Falzhöhe;numerisch;pc-6.1
EAB711f001;Anschlagluft;numerisch;pc-6.1
EAB712f001;Nuthöhe;numerisch;pc-6.1
EAB713f001;Haustürdichtung;logisch;pc-6.1
EAB714f001;Zimmertürdichtung;logisch;pc-6.1
AAA284f001;Kopfhöhe;numerisch;pc-6.1
AAA178f001;Kopfdurchmesser;numerisch;pc-6.1
EAA773f001;Korrosionsschutz;alphanumerisch;pc-6.1
EAA912f001;Fensterwerkstoff;alphanumerisch;pc-6.1
AAB444f001;Dornmaß;numerisch;pc-6.1
EAA916f001;Einwärts;logisch;pc-6.1
EAA917f001;Auswärts;logisch;pc-6.1
EAA918f001;Thermische Trennung;logisch;pc-6.1
EAA919f001;Thermische Isolierung;logisch;pc-6.1
EAA920f001;Bautiefe;numerisch;pc-6.1
EAA906f001;Schließzapfen;alphanumerisch;pc-6.1
EAA933f001;Anschlagrichtung;alphanumerisch;pc-6.1
EAA907f001;Fenstertyp;alphanumerisch;pc-6.1
EAA921f001;Anzahl der Schließzapfen;numerisch;pc-6.1
EAA934f001;WK3 tauglich;logisch;pc-6.1
EAA909f001;Unten;logisch;pc-6.1
EAA910f001;Seitlich;logisch;pc-6.1
EAA911f001;Oben;logisch;pc-6.1
EAA913f001;Hohe Laufschiene;logisch;pc-6.1
